Bdl;Tpl/Str;Typ - undertyp;UNE;Spår nr;Ägare;B-klass;Mall;Benämning;Km + m fr;Km + m ti;OFP-Bes.
218;OB;Spårväxel - EV-SJ50-11-1:9 kryss;e;3;Mitt;B3;Ja;10b;256+ 311;256+ 322;2013-03-14
312;HÄ;Spårväxel - EV-SJ50-11-1:9;e;2;Mitt;B4;Ja;1;202+ 310;202+ 321;2014-03-18
312;HÄ;Spårväxel - EV-SJ50-11-1:9;e;2;Mitt;B4;Ja;4;201+ 527;201+ 538;2014-03-18
312;DGN;Spårväxel - EV-BV50-300-1:9;e;3;Mitt;B4;Ja;1;194+ 616;194+ 633;2014-03-18
312;DGN;Spårväxel - EV-SJ50-11-1:9;e;3;Mitt;B4;Ja;4;193+ 807;193+ 819;2014-03-18
326;HLF;Spårväxel - EV-SJ50-11-1:9;;2;Väst;B2;Ja;4;143+ 941;143+ 952;2013-09-04
326;HLF;Spårväxel - EV-SJ50-11-1:9;;3;Väst;B2;Ja;6;143+ 900;143+ 912;2013-09-04
326;HLF;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;4;Väst;B2;Ja;8/102;143+ 843;143+ 861;
326;HLF;Spårväxel - EV-SJ50-11-1:9;;6;Väst;B1;Ja;104;143+ 826;143+ 837;2013-09-04
326;HLF;Spårväxel - EV-SJ50-5,9-1:9;;4;Väst;B1;Ja;106;143+ 787;143+ 799;2013-09-04
326;HLF;Spårväxel - EV-SJ50-11-1:9;;7;Väst;B1;Ja;109;143+ 744;143+ 756;
326;HLF;Spårväxel - EV-SJ43-5,9-1:9;;7;Väst;B1;Ja;108;143+ 725;143+ 736;
326;HLF;Spårväxel - EV-SJ50-11-1:9;;12;Väst;B1;Ja;112;143+ 667;143+ 678;
326;HLF;Spårväxel - EV-SJ50-11-1:9;;7;Väst;B1;Ja;110;143+ 650;143+ 662;
326;HLF;Spårväxel - EV-SJ43-5,9-1:9;;4;Väst;B2;Ja;16;143+ 425;143+ 436;2013-09-04
326;HLF;Spårväxel - EV-SJ43-11-1:9;;3;Väst;B2;Ja;13;143+ 369;143+ 381;2013-09-04
326;HLF;Spårväxel - EV-BJ43-6,1-1:10;;11;Väst;B1;Ja;107;143+ 335;143+ 346;
326;HLF;Spårväxel - EV-SJ43-11-1:9;;2;Väst;B2;Ja;3;143+ 116;143+ 128;2013-09-04
312;MRS;Spårväxel - EV-UIC60-300-1:9;e;1;Mitt;B4;Ja;1;179+ 468;179+ 484;2014-03-18
312;MRS;Spårväxel - EV-UIC60-300-1:9;e;1;Mitt;B4;Ja;6;178+ 659;178+ 676;2014-03-18
312;FS;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B4;Ja;1;171+ 466;171+ 478;2014-03-18
312;FS;Spårväxel - EV-BV50-600-1:13;e;1;Mitt;B4;Ja;6b;170+ 669;170+ 692;2014-03-18
331;IN;Spårväxel - EV-SJ43-5,9-1:9;;15;Mitt;B1;Ja;313;98+ 198;98+ 186;
312;FS;Spårväxel - EV-SJ50-12-1:13;e;1;Mitt;B4;Ja;8;170+ 598;170+ 619;2014-03-18
312;JU;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B4;Ja;1;165+ 128;165+ 140;2014-03-18
312;JU;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B4;Ja;4;164+ 350;164+ 362;2014-03-18
315;NVL;Spårväxel - EV-UIC60-300-1:9;e;1;Mitt;B4;Ja;4;9+ 316;9+ 332;2014-03-13
315;NVL;Spårväxel - EV-UIC60-300-1:9;e;1;Mitt;B4;Ja;1;8+ 558;8+ 574;2014-03-13
315;HG;Spårväxel - EV-UIC60-1200-1:18,5;e;2;Mitt;B4;Ja;7;6+ 277;6+ 309;2014-03-12
331;RBÄ;Spårväxel - EV-SJ50-11-1:9;;2;Mitt;B1;Ja;105;70+ 981;70+ 993;2014-03-17
331;RBÄ;Spårväxel - EV-SJ50-11-1:9;;stick;Mitt;B1;Ja;106;70+ 936;70+ 953;2014-03-17
331;RBÄ;Spårväxel - EV-SJ50-11-1:9;;2;Mitt;B1;Ja;108;70+ 638;70+ 650;2014-03-17
315;HG;Spårväxel - EV-SJ50-11-1:9;n;2;Mitt;B4;Ja;8;6+ 157;6+ 168;2014-03-12
331;IN;Spårväxel - EV-SJ43-11-1:9;;15;Mitt;B1;Ja;7;3+  14;3+  32;
315;HG;Spårväxel - EV-SJ50-11-1:9;;3;Mitt;B4;Ja;3;5+ 361;5+ 379;2014-03-12
315;HG;Spårväxel - EV-BV50-225/190-1:9;n;2;Mitt;B4;Ja;2b;5+ 275;5+ 287;2014-03-12
315;HG;Spårväxel - EV-BV50-225/190-1:9;u;1;Mitt;B4;Ja;2a;5+ 217;5+ 229;2014-03-12
331;MRA;Spårväxel - EV-SJ50-11-1:9;;3;Mitt;B1;Ja;4a;221+  44;221+  56;2013-04-10
331;MRA;Spårväxel - EV-SJ50-300-1:9;;5;Mitt;B1;Ja;3b;220+ 986;221+   3;2013-04-10
331;MRA;Spårväxel - EV-SJ50-11-1:9;;5;Mitt;B1;Ja;6a;220+ 927;220+ 945;2013-04-10
331;MRA;Spårväxel - EV-SJ50-11-1:9;;2;Mitt;B1;Ja;5;220+ 910;220+ 922;2013-04-10
331;MRA;Spårväxel - EV-SJ50-11-1:9;;6;Mitt;B1;Ja;6b;220+ 880;220+ 891;2013-04-10
331;MRA;Spårväxel - EV-SJ50-5,9-1:9;;6;Mitt;B1;Ja;101;220+ 841;220+ 853;2013-04-10
331;MRA;Spårväxel - EV-SJ50-5,9-1:9;;6;Väst;B1;Ja;102;220+ 797;220+ 809;2013-04-10
331;MRA;Spårväxel - EV-SJ50-5,9-1:9;;8;Väst;B1;Ja;103;220+ 788;220+ 799;2013-04-10
331;MRA;Spårväxel - EV-SJ50-5,9-1:9;;8;Väst;B1;Ja;104;220+ 759;220+ 770;2013-04-10
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;12;Väst;B1;Ja;105;220+ 740;220+ 751;2013-04-10
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;12;Väst;B1;Ja;106;220+ 707;220+ 718;
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;12;Väst;B1;Ja;107;220+ 668;220+ 679;
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;9;Väst;B1;Ja;108;220+ 661;220+ 672;
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;9;Väst;B1;Ja;109;220+ 627;220+ 638;2013-04-10
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;10;Väst;B1;Ja;110;220+ 619;220+ 630;2013-04-10
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;8;Väst;B1;Ja;111;220+ 573;220+ 585;2013-04-10
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;8;Väst;B1;Ja;112;220+ 553;220+ 565;2013-04-10
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;7;Väst;B1;Ja;113;220+ 501;220+ 513;2013-04-11
331;MRA;Spårväxel - DKV-SJ43-5,4-1:9;;6;Mitt;B1;Ja;114a/114b;220+ 456;220+ 474;2013-04-11
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;1;Mitt;B1;Ja;12a;220+ 414;220+ 426;2013-04-10
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;5;Väst;B1;Ja;115;220+ 412;220+ 423;2013-04-11
315;HG;Spårväxel - EV-BV50-225/190-1:9;u;1;Mitt;B4;Ja;1b;5+ 193;5+ 204;2014-03-12
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;2;Mitt;B1;Ja;12b;220+ 361;220+ 373;2013-04-10
315;HG;Spårväxel - EV-BV50-225/190-1:9;n;2;Mitt;B4;Ja;1a;5+ 135;5+ 147;2014-03-12
315;KGD;Spårväxel - EV-SJ50-12-1:12;;2;Mitt;B4;Ja;4;32+ 432;32+ 454;2014-03-13
315;KGD;Spårväxel - EV-SJ50-11-1:9;e;1;Mitt;B4;Ja;1;31+ 664;31+ 682;2014-03-13
331;IN;Spårväxel - EV-SJ43-5,9-1:9;;15;Mitt;B1;Ja;6;2+ 991;3+   3;
331;IN;Spårväxel - EV-SJ50-11-1:9;;15;Mitt;B1;Ja;2;2+ 937;2+ 948;
331;IN;Spårväxel - EV-SJ43-5,9-1:9;;14;Mitt;B1;Ja;4;2+ 885;2+ 902;
331;IN;Spårväxel - EV-SJ43-11-1:9;;11;Mitt;B1;Ja;104;2+ 745;2+ 757;
331;IN;Spårväxel - EV-SJ50-11-1:9;;14;Mitt;B1;Ja;105;2+ 742;2+ 754;
331;IN;Spårväxel - EV-SJ43-5,9-1:9;;18;Mitt;B1;Ja;5;2+ 725;2+ 736;
331;IN;Spårväxel - EV-SJ43-5,9-1:9;;15;Mitt;B1;Ja;3;2+ 705;2+ 717;
331;IN;Spårväxel - EV-SJ50-5,9-1:9;;11;Mitt;B1;Ja;103;2+ 705;2+ 716;
331;IN;Spårväxel - EV-SJ43-11-1:9;;15;Mitt;B1;Ja;1;2+ 688;2+ 705;
331;IN;Spårväxel - EV-SJ50-8,4-1:9;;11;Mitt;B1;Ja;102;2+ 651;2+ 663;
331;IN;Spårväxel - EV-SJ50-12-1:13;;15;Mitt;B1;Ja;101;2+ 606;2+ 628;
315;SNV;Spårväxel - EV-UIC60-300-1:9;e;2;Mitt;B4;Ja;16a;24+ 764;24+ 781;2014-03-13
331;MRA;Spårväxel - EV-SJ43-11-1:9;;20;Mitt;B1;Ja;8a;180+ 362;180+ 380;
331;MRA;Spårväxel - EV-SJ43-11-1:9;;20;Mitt;B1;Ja;6;180+ 329;180+ 341;2013-04-10
331;MRA;Spårväxel - EV-SJ43-5,9-1:9;;20;Mitt;B1;Ja;4b;180+ 287;180+ 298;2013-04-10
331;MRA;Spårväxel - EV-SJ34-5,7-1:9;;20;Mitt;B1;Ja;16;180+ 191;180+ 202;
315;SNV;Spårväxel - EV-UIC60-500-1:12;e;2;Mitt;B4;Ja;12;23+ 694;23+ 714;2014-03-13
315;SNV;Spårväxel - EV-SJ50-12-1:12;e;2;Mitt;B4;Ja;10;23+ 614;23+ 635;2014-03-13
315;SNV;Spårväxel - EV-SJ50-12-1:12;e;2;Mitt;B4;Ja;5;22+ 862;22+ 884;2014-03-13
315;SNV;Spårväxel - EV-UIC60-300-1:9;e;2;Mitt;B4;Ja;1a;22+ 701;22+ 717;2014-03-13
315;FB;Spårväxel - EV-SJ50-12-1:12;e;4;Mitt;B4;Ja;10;16+ 630;16+ 651;2014-03-13
315;FB;Spårväxel - EV-SJ50-12-1:12;;3;Mitt;B4;Ja;1;15+ 846;15+ 867;2014-03-13
401;ÅBE;Spårväxel - EV-UIC60-760-1:14;u2s;u2;Öst;B5;Ja;785a;5+ 350;5+ 377;2014-03-13
401;ÅBE;Spårväxel - EV-UIC60-1200-1:18,5;n2s;n2;Öst;B5;Ja;785b;5+ 265;5+ 297;2014-03-13
401;ÅBE;Spårväxel - EV-UIC60-760-1:15;u2s;u2;Öst;B5;Ja;831a;4+ 253;4+ 282;2014-03-13
401;ÅBE;Spårväxel - EV-UIC60-760-1:15;;831b-a;Öst;B5;Ja;831b;4+ 214;4+ 243;2014-03-13
331;LSD;Spårväxel - EV-SJ50-11-1:9;;2;Mitt;B1;Ja;403;107+ 988;107+1000;2013-04-09
331;LSD;Spårväxel - EV-SJ50-11-1:9;;3;Mitt;B1;Ja;405;107+ 882;107+ 894;2013-04-09
401;ÅBE;Spårväxel - EV-UIC60-760-1:15;n2s;n2;Öst;B5;Ja;839b;4+ 207;4+ 232;2014-03-13
401;ÅBE;Spårväxel - EV-UIC60-760-1:14;u2s;u2;Öst;B5;Ja;835b;4+ 189;4+ 216;2014-03-13
401;SST;Spårväxel - EV-UIC60-300-1:9;u2s;u2;Öst;B4;Ja;226a;3+ 155;3+ 172;2014-03-12
333;SAU;Spårväxel - EV-SJ50-11-1:9;;2;Väst;B2;Ja;36b;57+ 148;57+ 160;2014-05-14
401;SST;Spårväxel - EV-UIC60-300-1:9;n2s;n2;Öst;B4;Ja;227a;3+ 155;3+ 172;2014-03-12
401;SST;Spårväxel - SPK-UIC60-1:4,44;;226b-a;Öst;B4;Ja;226/227;3+ 140;3+ 140;2014-03-12
401;SST;Spårväxel - EV-UIC60-300-1:9;n2s;n2;Öst;B4;Ja;226b;3+ 107;3+ 124;2014-03-12
401;SST;Spårväxel - EV-UIC60-300-1:9;u2s;u2;Öst;B4;Ja;227b;3+  91;3+ 107;2014-03-12
333;ST;Spårväxel - EV-SJ50-11-1:9;;stick;Väst;B1;Ja;5b;38+ 618;38+ 635;2011-04-18
401;SST;Spårväxel - EV-UIC60-760-1:15 kryss;u1s;u1;Öst;B4;Ja;236a;3+  58;3+  83;2014-03-12
401;SST;Spårväxel - EV-UIC60-760-1:15 kryss;u2s;u2;Öst;B4;Ja;237a;3+  58;3+  83;2014-03-12
333;VHY;Spårväxel - EV-SJ50-11-1:9;;2;Väst;B2;Ja;3a;30+ 307;30+ 325;2014-05-14
401;SST;Spårväxel - EV-UIC60-760-1:15 kryss;n1s;n1;Öst;B4;Ja;243a;3+  58;3+  83;2014-03-12
401;SST;Spårväxel - EV-UIC60-760-1:15 kryss;n2s;n2;Öst;B4;Ja;242a;3+  29;3+  58;2014-03-12
401;SST;Spårväxel - SPK-UIC60-1:7,47;;242b-a;Öst;B4;Ja;242/243;3+  24;3+  24;2014-03-12
401;SST;Spårväxel - SPK-UIC60-1:7,47;;236b-a;Öst;B4;Ja;236/237;3+  21;3+  21;2014-03-12
333;SNB;Spårväxel - EV-SJ50-11-1:9;;2;Väst;B1;Ja;2a;11+ 705;11+ 716;2011-04-18
401;SST;Spårväxel - EV-UIC60-760-1:15 kryss;n1s;n1;Öst;B4;Ja;242b;2+ 999;3+  19;2014-03-12
334;GYO;Spårväxel - EV-SJ50-11-1:9;;2;Mitt;B1;Ja;3a;105+ 327;105+ 338;
401;SST;Spårväxel - EV-UIC60-760-1:15 kryss;;236b-a;Öst;B4;Ja;236b;2+ 993;3+  19;2014-03-12
401;SST;Spårväxel - EV-UIC60-760-1:15 kryss;n2s;3;Öst;B4;Ja;243b;2+ 970;2+ 995;2014-03-12
334;GYO;Spårväxel - EV-SJ50-11-1:9;;3;Mitt;B1;Ja;9;104+ 958;104+ 975;
340;HGE;Spårväxel - EV-SJ43-5,9-1:9;;2;Väst;B1;Ja;4;203+ 258;203+ 269;
340;HGE;Spårväxel - EV-SJ43-5,9-1:9;;1;Mitt;B1;Ja;3;203+ 188;203+ 199;
340;HGE;Spårväxel - EV-SJ43-5,9-1:9;;2;Mitt;B1;Ja;1;202+ 820;202+ 831;
401;SST;Spårväxel - EV-UIC60-760-1:15 kryss;u1s;1;Öst;B4;Ja;237b;2+ 965;2+ 990;2014-03-12
401;SST;Spårväxel - EV-UIC60-300-1:9;n1s;4;Öst;B4;Ja;256a;2+ 933;2+ 949;2014-03-12
340;SMJ;Spårväxel - EV-SJ50-11-1:9;;4;Mitt;B1;Ja;01b;196+ 812;196+ 823;2011-07-13
340;SMJ;Spårväxel - EV-SJ50-11-1:9;;4;Mitt;B1;Ja;040;196+ 800;196+ 811;2013-04-25
340;SMJ;Spårväxel - 3V-SJ50-5,9-1:9/1:9-HV/VH;;6;Mitt;B1;Ja;102/103;196+ 768;196+ 779;2011-07-13
401;SST;Spårväxel - EV-UIC60-1200-1:18,5;ns;n;Öst;B4;Ja;287;2+  65;2+  98;2014-03-12
340;SMJ;Spårväxel - EV-SJ50-11-1:9;;4;Väst;B1;Ja;3;196+ 746;196+ 757;2013-04-25
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;8;Väst;B1;Ja;104;196+ 699;196+ 710;2011-07-13
340;SMJ;Spårväxel - EV-SJ50-11-1:9;;026-015;Mitt;B1;Ja;015;196+ 687;196+ 704;2013-04-25
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;6;Väst;B1;Ja;107;196+ 683;196+ 695;2011-07-13
340;SMJ;Spårväxel - EV-SJ50-11-1:9;;026-015;Mitt;B1;Ja;026;196+ 664;196+ 681;2013-04-25
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;8;Väst;B1;Ja;105;196+ 652;196+ 670;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;9;Väst;B1;Ja;106;196+ 639;196+ 650;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;1;Väst;B1;Ja;101;196+ 616;196+ 628;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;1;Väst;B1;Ja;114;196+ 393;196+ 405;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;10;Väst;B1;Ja;113;196+ 365;196+ 376;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;10;Väst;B1;Ja;112;196+ 347;196+ 365;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;14;Mitt;B1;Ja;115;196+ 310;196+ 322;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;8;Väst;B1;Ja;111;196+ 307;196+ 318;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;7;Väst;B1;Ja;110;196+ 273;196+ 285;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;6;Väst;B1;Ja;109;196+ 244;196+ 255;2011-07-13
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;5;Väst;B1;Ja;108;196+ 211;196+ 223;2011-07-13
340;SMJ;Spårväxel - EV-SJ50-8,4-1:6,28;;4;Väst;B1;Ja;016;196+ 184;196+ 199;2013-04-18
340;SMJ;Spårväxel - EV-SJ50-11-1:9;;1;Väst;B1;Ja;012;196+ 156;196+ 168;2013-04-18
340;SMJ;Spårväxel - EV-SJ50-11-1:9;;4;Mitt;B1;Ja;025;196+ 147;196+ 158;2013-04-18
340;SMJ;Spårväxel - EV-SJ50-11-1:9;;2;Väst;B1;Ja;010;196+ 104;196+ 116;2013-04-25
401;SST;Spårväxel - EV-UIC60-1200-1:18,5;us;u;Öst;B4;Ja;283;2+  54;2+  87;2014-03-12
401;SST;Spårväxel - EV-SJ50-12-1:15 kryss;us;u;Öst;B4;Ja;303a/H;1+ 350;1+ 369;2014-03-12
401;SST;Spårväxel - EV-SJ50-12-1:15 kryss;ns;n;Öst;B4;Ja;304a/V;1+ 324;1+ 351;2014-03-12
340;SMJ;Spårväxel - EV-SJ43-5,9-1:9;;002-029;Mitt;B1;Ja;002;195+ 980;195+ 997;2011-07-13
401;SST;Spårväxel - SPK-SJ50-1:7,47;;303b-a;Öst;B4;Ja;303-304;1+ 317;1+ 317;2014-03-12
401;SST;Spårväxel - EV-SJ50-12-1:15 kryss;us;u;Öst;B4;Ja;304b;1+ 283;1+ 309;2014-03-12
340;SRE;Spårväxel - EV-SJ43-11-1:9;;bv-stick;Mitt;B1;Ja;3b;185+ 149;185+ 166;2011-07-13
401;SST;Spårväxel - EV-SJ50-12-1:15 kryss;ns;n;Öst;B4;Ja;303b/X;1+ 265;1+ 283;2014-03-12
401;CST;Spårväxel - EV-BV50-300-1:9 kryss;ns;n;Öst;B4;Ja;328a;0+ 468;0+ 485;2014-03-14
341;BRH;Spårväxel - EV-SJ50-300-1:9;e;1;Öst;B3;Ja;305;25+ 978;25+ 994;2014-11-07
341;ÄBG;Spårväxel - EV-SJ50-11-1:9;e;1;Öst;B3;Ja;502;151+ 389;151+ 400;2014-11-07
341;ÄBG;Spårväxel - EV-SJ50-11-1:9;e;1;Öst;B3;Ja;501;151+ 369;151+ 380;2014-11-07
341;ÄBG;Spårväxel - EV-BV50-225/190-1:9;e;1;Öst;B3;Ja;505;151+ 248;151+ 260;2014-11-07
341;ÄBG;Spårväxel - EV-SJ50-11-1:9;;m;Öst;B1;Ja;506;151+ 172;151+ 184;2012-02-13
401;CST;Spårväxel - EV-BV50-300-1:9 kryss;us;u;Öst;B4;Ja;325a;0+ 454;0+ 471;2014-03-14
341;VSO;Spårväxel - EV-SJ50-12-1:13;e;1;Öst;B3;Ja;401;140+ 594;140+ 615;2014-11-07
341;VSO;Spårväxel - EV-BV50-225/190-1:9;;4;Öst;B1;Ja;2;140+ 418;140+ 435;2012-02-13
341;VSO;Spårväxel - EV-BV50-225/190-1:9;;4;Öst;B1;Ja;3;140+ 396;140+ 413;2012-02-13
341;VSO;Spårväxel - EV-BV50-225/190-1:9;;3;Öst;B1;Ja;1;140+ 152;140+ 163;2012-02-13
341;VSO;Spårväxel - EV-SJ50-11-1:9;;3;Öst;B1;Ja;404b;140+  85;140+  97;2012-02-13
341;VSO;Spårväxel - EV-SJ50-11-1:9;;404a-b;Öst;B2;Ja;404a;140+  45;140+  62;2012-02-13
341;VSO;Spårväxel - EV-SJ50-11-1:9;;2;Öst;B3;Ja;406;139+ 814;139+ 832;2014-11-07
341;BRH;Spårväxel - EV-SJ50-11-1:9;e;1;Öst;B3;Ja;301;129+ 603;129+ 615;2014-11-07
401;CST;Spårväxel - EV-BV50-300-1:9 kryss;us;u;Öst;B4;Ja;328b;0+ 414;0+ 430;2014-03-14
345;HH;Spårväxel - EV-SJ50-11-1:9;;nejmans;Öst;B1;Ja;102;8+ 302;8+ 313;2013-05-23
345;HH;Spårväxel - EV-SJ50-11-1:9;;1a;Öst;B1;Ja;1013;8+ 273;8+ 290;2013-05-23
401;CST;Spårväxel - EV-BV50-300-1:9 kryss;ns;n;Öst;B4;Ja;325b;0+ 411;0+ 428;2014-03-14
345;HH;Spårväxel - EV-SJ50-11-1:9;;2;Öst;B2;Ja;106;6+ 366;6+ 378;2012-06-04
434;SURN;Spårväxel - EV-SJ50-12-1:15;e;4;Mitt;B4;Ja;1;98+  61;98+  79;2014-03-12
434;SURN;Spårväxel - EV-SJ50-12-1:15;e;4;Mitt;B4;Ja;1;98+  61;98+  79;2014-03-12
345;SHR;Spårväxel - EV-SJ50-11-1:9;;1;Öst;B1;Ja;202;17+ 318;17+ 335;2013-05-23
434;SURN;Spårväxel - EV-SJ50-11-1:9;e;4;Mitt;B4;Ja;6;97+ 123;97+ 141;2014-03-12
434;SURN;Spårväxel - EV-SJ50-11-1:9;e;4;Mitt;B4;Ja;6;97+ 112;97+ 123;2014-03-12
345;SHR;Spårväxel - EV-SJ50-11-1:9;;1;Öst;B1;Ja;213;16+ 562;16+ 574;2013-05-23
434;TKT;Spårväxel - EV-UIC60-1200-1:18,5;e;1;Mitt;B4;Ja;21;96+ 693;96+ 725;2014-03-12
345;SHR;Spårväxel - EV-SJ50-11-1:9;;sky3;Öst;B1;Ja;211;16+  93;16+ 111;2013-05-23
434;TKT;Spårväxel - EV-UIC60-1200-1:18,5;e;1;Mitt;B4;Ja;21;96+ 693;96+ 725;2014-03-12
347;VÅV;Spårväxel - EV-SJ50-8,4-1:8,1;;utdraget;Öst;B2;Ja;203;115+ 600;115+ 611;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-5,9-1:9;;utdraget;Öst;B2;Ja;201;115+ 288;115+ 300;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-12-1:13;;utdraget;Öst;B2;Ja;715;114+ 606;114+ 628;2012-11-15
434;MRM;Spårväxel - EV-UIC60-1200-1:18,5;n;2;Mitt;B4;Ja;21a;80+ 836;80+ 869;2014-03-12
347;VÅV;Spårväxel - EV-SJ50-8,4-1:6,28;;204;Öst;B2;Ja;542;114+ 322;114+ 337;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-7,85-1:4,8-SYM;;8;Öst;B2;Ja;501;114+ 291;114+ 302;2012-11-15
347;VÅV;Spårväxel - EV-BV50-225/190-1:9;;utdraget;Öst;B2;Ja;504;114+ 288;114+ 300;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-8,4-1:6,28;;8;Öst;B2;Ja;503;114+ 273;114+ 288;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-8,4-1:6,28;;5;Öst;B2;Ja;502;114+ 269;114+ 284;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-8,4-1:8,1;;8;Öst;B2;Ja;508;114+ 246;114+ 258;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-8,4-1:9;;5;Öst;B2;Ja;507;114+ 244;114+ 254;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-11-1:9 kryss;;202;Öst;B2;Ja;506;114+ 243;114+ 255;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-11-1:9 kryss;;204;Öst;B2;Ja;505;114+ 243;114+ 255;2012-11-15
347;VÅV;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;utdraget;Öst;B2;Ja;509;114+ 230;114+ 248;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-8,4-1:9;;11;Öst;B2;Ja;512;114+ 221;114+ 231;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-8,4-1:9;;8;Öst;B2;Ja;511;114+ 219;114+ 229;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-8,4-1:9;;6;Öst;B2;Ja;510;114+ 216;114+ 226;2012-11-15
347;VÅV;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;202;Öst;B2;Ja;514;114+ 185;114+ 202;2012-11-15
347;VÅV;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;204;Öst;B2;Ja;515;114+ 185;114+ 202;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-11-1:9;;12;Öst;B2;Ja;518;114+ 184;114+ 201;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-5,9-1:9;;14;Öst;B1;Ja;711;114+  99;114+ 111;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-4,5-1:9;;indsp 1;Öst;B1;Ja;711-1;114+  35;114+  46;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-5,9-1:9;;12;Öst;B1;Ja;708;113+ 644;113+ 655;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-4,5-1:9;;12;Öst;B1;Ja;707;113+ 615;113+ 626;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-5,9-1:9;;17;Öst;B1;Ja;127;113+ 601;113+ 618;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-5,9-1:9;;9;Öst;B1;Ja;706;113+ 596;113+ 613;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-5,9-1:9;;5;Öst;B1;Ja;702;113+ 584;113+ 596;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-4,5-1:9;;11;Öst;B1;Ja;705;113+ 574;113+ 585;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-11-1:9;;5;Öst;B1;Ja;701;113+ 544;113+ 556;2012-11-15
347;VÅV;Spårväxel - 3V-SJ50-5,9-1:9/1:9-HV/VH;;8;Öst;B1;Ja;703/704;113+ 533;113+ 544;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-11-1:9;;5;Öst;B1;Ja;700;113+ 504;113+ 515;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-5,9-1:9;;204;Öst;B2;Ja;541a;113+ 497;113+ 514;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-5,9-1:9;;5;Öst;B1;Ja;541b;113+ 463;113+ 475;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-5,9-1:9;;5;Öst;B1;Ja;710;113+ 452;113+ 463;2012-11-15
347;VÅV;Spårväxel - EV-SJ43-11-1:9;;g1;Öst;B2;Ja;538;113+ 439;113+ 451;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-11-1:9;;202;Öst;B2;Ja;540;113+ 435;113+ 452;2012-11-15
347;VÅV;Spårväxel - EV-SJ50-11-1:9;;5;Öst;B1;Ja;533;113+ 392;113+ 404;2012-11-15
